,0
/m/a_breath_away,8
/m/a_brilliant_young_mind,76
/m/a_brony_tale,8
/m/a_brothers_kiss,4
/m/a_burning_hot_summer,3
/m/a_canterbury_tale_1949,17
/m/a_case_of_you,13
/m/a_cat_in_paris,60
/m/a_christmas_prince,-6
/m/a_christmas_prince_the_royal_wedding,-5
/m/a_ciambra,53
/m/a_coffee_in_berlin,59
/m/a_conspiracy_of_faith_2016,10
/m/a_cop,20
/m/a_country_called_home,9
/m/a_crooked_somebody,11
/m/a_cure_for_wellness,-53
/m/a_dangerous_method,155
/m/a_dark_song,34
/m/a_dark_truth,-8
/m/a_date_with_judy,10
/m/a_deriva,9
/m/a_distant_trumpet_1964,3
/m/a_dogs_journey,21
/m/a_dogs_purpose,23
/m/a_dogs_way_home,34
/m/a_fantastic_fear_of_everything,8
/m/a_fantastic_woman,232
/m/a_farewell_to_fools,5
/m/a_few_best_men,-12
/m/a_field_in_england,42
/m/a_fierce_green_fire,11
/m/a_five_star_life,27
/m/a_fond_kiss,32
/m/a_fortunate_man,2
/m/a_four_letter_word,12
/m/a_futile_and_stupid_gesture,16
/m/a_ghost_story,178
/m/a_girl_and_a_gun_2012,0
/m/a_girl_walks_home_alone_at_night,100
/m/a_glimpse_inside_the_mind_of_charles_swan_iii,5
/m/a_good_day_to_die_hard,-110
/m/a_gray_state,20
/m/a_great_wall,1
/m/a_guide_to_recognizing_your_saints,98
/m/a_guy_thing,-44
/m/a_hard_day,5
/m/a_haunted_house,-51
/m/a_haunted_house_2,-40
/m/a_hijacking,108
/m/a_hologram_for_the_king,82
/m/a_horrible_way_to_die,8
/m/a_jihad_for_love,34
/m/a_kid_like_jake,44
/m/a_kind_of_murder,9
/m/a_la_mala,3
/m/a_late_quartet,108
/m/a_league_of_ordinary_gentlemen,31
/m/a_letter_to_momo,34
/m/a_liars_autobiography_the_untrue_story_of_monty_pythons_graham_chapman,14
/m/a_little_bit_of_heaven_2011,-12
/m/a_little_chaos,63
/m/a_little_trip_to_heaven,3
/m/a_lonely_place_to_die_2011,0
/m/a_long_way_down,-15
/m/a_long_way_from_home,9
/m/a_man_and_a_woman,18
/m/a_man_called_ove,95
/m/a_man_named_pearl,38
/m/a_mans_story_2011,19
/m/a_marine_story,7
/m/a_master_builder,32
/m/a_merry_friggin_christmas,-12
/m/a_million_ways_to_die_in_the_west,-5
/m/a_monster_calls,224
/m/a_monster_in_paris,23
/m/a_month_of_sundays_2015,9
/m/a_most_violent_year,211
/m/a_most_wanted_man,195
/m/a_murder_in_the_park,21
/m/a_nagy_fuzet_2013,29
/m/a_night_in_old_mexico,19
/m/a_nightmare_on_elm_street_2_freddys_revenge,-10
/m/a_nightmare_on_elm_street_3_dream_warriors,16
/m/a_nightmare_on_elm_street_4_the_dream_master,5
/m/a_nightmare_on_elm_street_5_the_dream_child,-10
/m/a_novel_romance,1
/m/a_perfect_day,42
/m/a_perfect_getaway,66
/m/a_perfect_man,1
/m/a_place_at_the_table_2013,62
/m/a_plumm_summer,2
/m/a_poem_is_a_naked_person,41
/m/a_prayer_before_dawn,73
/m/a_prayer_for_the_dying,6
/m/a_private_function,9
/m/a_private_war,142
/m/a_promise_2013,2
/m/a_question_of_faith_2017,0
/m/a_quiet_passion,182
/m/a_quiet_place_2018,132
/m/a_room_with_a_view_1985,29
/m/a_royal_night_out,50
/m/a_score_to_settle,-5
/m/a_screaming_man,50
/m/a_separation_2011,200
/m/a_serious_man,175
/m/a_short_history_of_decay,19
/m/a_simple_favor,160
/m/a_simple_life_2011,37
/m/a_single_girl_2000,15
/m/a_single_shot,31
/m/a_sinner_in_mecca,21
/m/a_skin_so_soft,13
/m/a_slipping_down_life,32
/m/a_smile_like_yours,-17
/m/a_song_for_martin,26
/m/a_space_program,17
/m/a_star_is_born_2018,461
/m/a_street_cat_named_bob,56
/m/a_suitable_girl,17
/m/a_summer_in_genoa,6
/m/a_tale_of_love_and_darkness,61
/m/a_tale_of_two_sisters,48
/m/a_teacher_2013,5
/m/a_team,-62
/m/a_thousand_kisses_deep,-6
/m/a_thousand_words,-40
/m/a_thousand_years_of_good_prayers,51
/m/a_touch_of_sin,87
/m/a_town_called_panic,37
/m/a_tuba_to_cuba,10
/m/a_turtles_tale_sammys_adventures,4
/m/a_united_kingdom,150
/m/a_very_british_gangster_2008,17
/m/a_very_long_engagement_2004,140
/m/a_very_sordid_wedding,5
/m/a_vigilante,25
/m/a_violent_man,5
/m/a_violent_separation,-2
/m/a_wake_in_providence,8
/m/a_walk_among_the_tombstones,69
/m/a_walk_in_the_woods_2015,13
/m/a_walk_into_the_sea_danny_williams_and_the_warhol_factory,36
/m/a_war,98
/m/a_warriors_heart,2
/m/a_whale_of_a_tale_2018,12
/m/a_whisper_to_a_roar_2012,8
/m/a_will_for_the_woods,14
/m/a_wizards_tale,0
/m/a_wolf_at_the_door,20
/m/a_woman_a_gun_and_a_noodle_shop,24
/m/a_woman_is_a_woman,31
/m/a_woman_of_paris_a_drama_of_fate,14
/m/a_wrinkle_in_time_2018,94
/m/aarakshan,0
/m/aardvark_2018,9
/m/ab_normal_beauty,4
/m/abandon,-27
/m/abandoned,-7
/m/abattoir,-11
/m/abbott_and_costello,4
/m/abbott_and_costello_meet_dr_jekyll_and_mr_hyde,2
/m/abbott_and_costello_meet_the_mummy,5
/m/abcs_of_death_2,2
/m/abduction_2011,-60
/m/abe_and_phils_last_poker_game,8
/m/abe_lincoln_in_illinois,4
/m/abel,13
/m/aberdeen,35
/m/about_a_boy,141
/m/about_adam,38
/m/about_alex,25
/m/about_cherry,-9
/m/about_elly,88
/m/about_last_night,19
/m/about_last_night_2014,76
/m/about_schmidt,206
/m/about_scout_2016,3
/m/about_time,115
/m/above_the_law,7
/m/above_the_rim,11
/m/above_the_shadows,0
/m/abraham_lincoln_vampire_hunter,-32
/m/absence_2013,-7
/m/absence_of_malice,26
/m/absentia_2012,7
/m/absentminded_professor,18
/m/absolute_power,15
/m/absolute_wilson,26
/m/absolutely_anything,-25
/m/absolutely_fabulous_the_movie,49
/m/absurdistan,24
/m/abuse_of_weakness,32
/m/accattone,14
/m/accepted,-16
/m/accident_man,5
/m/accidental_husband,-8
/m/accidental_love,-9
/m/accidental_spy,3
/m/accidental_tourist,26
/m/accidents-happen,2
/m/according_to_greta,2
/m/ace_the_case_manhattan_mystery_2016,-1
/m/ace_ventura_pet_detective,2
/m/ace_ventura_when_nature_calls,14
/m/aces_iron_eagle_iii,4
/m/acod,36
/m/acolytes,1
/m/across_110th_street,13
/m/across_the_universe,123
/m/act_of_god,17
/m/act_of_valor,-20
/m/action_jackson,0
/m/action_point,-24
/m/active_measures,17
/m/acts_of_vengeance,2
/m/acts_of_violence_2018,-16
/m/acts_of_worship,14
/m/adam_resurrected,31
/m/adam_sandler_100_fresh,23
/m/adam_sandlers_eight_crazy_nights,-34
/m/adams_apples,32
/m/addams_family,16
/m/addams_family_values,24
/m/addicted_2014,-2
/m/addicted_to_fame,4
/m/addicted_to_love,28
/m/addiction_incorporated,26
/m/adieu_au_langage,54
/m/adjustment_bureau,166
/m/admiral_2016,-2
/m/admission,41
/m/adopt_a_highway,23
/m/adoration,65
/m/adore_2013,25
/m/adrift_2018,66
/m/adrift_in_manhattan,9
/m/adult_beginners,26
/m/adult_world_2013,34
/m/advanced_style_2014,41
/m/adventureland,165
/m/adventures_in_babysitting,15
/m/adventures_in_babysitting_2015,4
/m/adventures_in_public_school,4
/m/adventures_of_a_teenage_dragonslayer,4
/m/adventures_of_baron_munchausen,52
/m/adventures_of_elmo_in_grouchland,33
/m/adventures_of_huck_finn,17
/m/adventures_of_ichabod_and_mr_toad,17
/m/adventures_of_pluto_nash,-56
/m/adventures_of_power,8
/m/adventures_of_priscilla_queen_of_the_desert,34
/m/adventures_of_rocky_and_bullwinkle,5
/m/adventures_of_sebastian_cole,24
/m/advise_and_consent,15
/m/aelita_queen_of_mars,7
/m/aeon_flux,-57
/m/affair_of_the_necklace,19
/m/affair_to_remember,25
/m/afflicted_2013,22
/m/affliction,53
/m/affluenza_2014,4
/m/afghan_cycles,6
/m/afghan_star,78
/m/africa_screams,-1
/m/african_cats,71
/m/after_2014,13
/m/after_2019,-14
/m/after_dark_my_sweet,15
/m/after_earth,-60
/m/after_everything,9
/m/after_fall_winter_2012,0
/m/after_image,-1
/m/after_innocence,60
/m/after_life_2010,-11
/m/after_louie,14
/m/after_love,39
/m/after_lucia_2012,4
/m/after_stonewall,3
/m/after_the_ball_2014,-2
/m/after_the_dark,0
/m/after_the_fall_2014,-2
/m/after_the_storm_2017,122
/m/after_the_sunset,-47
/m/after_the_thin_man,19
/m/after_the_wedding,74
/m/after_tiller_2013,53
/m/after_words,7
/m/afterglow,38
/m/aftermath,29
/m/aftermath_2014,3
/m/aftermath_2017,26
/m/afternoon_delight_2013,64
/m/afternoon_of_a_faun_tanaquil_le_clercq,45
/m/afterschool,9
/m/aftershock_2013,-21
/m/aftershock_the_imax_experience,9
/m/against_all_odds,1
/m/against_the_ropes,1
/m/against_the_sun,7
/m/against_the_wall,17
/m/age_of_consent,10
/m/age_of_heroes,1
/m/age_of_innocence,56
/m/age_of_kill,-5
/m/age_of_summer,2
/m/age_of_the_dragons,-8
/m/agent_cody_banks,1
/m/agent_cody_banks_2_destination_london,5
/m/agent_vinod_2012,3
/m/agnes_browne,28
/m/agnes_of_god,23
/m/agony_and_the_ecstasy,7
/m/agora,45
/m/aguirre_the_wrath_of_god,50
/m/ai_artificial_intelligence,121
/m/ai_weiwei_never_sorry_2012,89
/m/ai_weiwei_the_fake_case,32
/m/aidas_secrets,15
/m/aileen_life_and_death_of_a_serial_killer,56
/m/aileen_wuornos_the_selling_of_a_serial_killer,8
/m/aint_in_it_for_my_health_a_film_about_levon_helm,24
/m/aint_them_bodies_saints_2013,118
/m/air-bud-golden-receiver,13
/m/air_2015,-2
/m/air_america,9
/m/air_bud,12
/m/air_force,6
/m/air_force_one,35
/m/air_guitar_nation,45
/m/air_strike_2018,2
/m/airplane,13
/m/airplane_2_the_sequel,9
/m/airport_1975,8
/m/airport_77,-6
/m/ajami,77
/m/aka_tommy_chong,13
/m/akeelah_and_the_bee,105
/m/akira,42
/m/akmareul_boattda,30
/m/akron,-3
/m/aladdin,139
/m/aladdin-and-the-king-of-thieves,3
/m/alamar,56
/m/alamo,64
/m/alan_partridge,44
/m/albatross_2011,16
/m/albert_nobbs,117
/m/albino_alligator,15
/m/aleksandr-nevskiy-alexander-nevsky,19
/m/alex_and_emma,-26
/m/alex_cross,-60
/m/alex_of_venice,16
/m/alex_rider_operation_stormbreaker,29
/m/alex_strangelove,23
/m/alexander,32
/m/alexander_and_the_terrible_horrible_no_good_very_bad_day,7
/m/alexander_the_last,7
/m/alexanders_ragtime_band,4
/m/alexandras-project,15
/m/alfie,19
/m/algorithms_2013,18
/m/ali,116
/m/ali-g-indahouse-the-movie,6
/m/ali_wong_baby_cobra,10
/m/ali_wong_hard_knock_wife,25
/m/alice_2009,0
/m/alice_adams,18
/m/alice_doesnt_live_here_anymore,25
/m/alice_in_wonderland_through_the_looking_glass,18
/m/alice_neel,21
/m/alice_sweet_alice,5
/m/alien,54
/m/alien-autopsy,1
/m/alien3,12
/m/alien_abduction_2014,-14
/m/alien_covenant,-60
/m/alien_nation,15
/m/alien_outpost,4
/m/alien_raiders,0
/m/alien_resurrection,6
/m/alien_trespass,18
/m/alien_vs_predator,-93
/m/aliens_in_the_attic,-13
/m/aliens_of_the_deep,34
/m/alila,18
/m/alis_wedding,19
/m/alita_battle_angel,33
/m/alive_inside,33
/m/aliyah_2013,7
/m/all-in-the-poker-movie,10
/m/all_about_lily_chou_chou,43
/m/all_about_my_mother,95
/m/all_about_steve,-123
/m/all_about_the_benjamins,-13
/m/all_cheerleaders_die,-11
/m/all_dogs_go_to_heaven,10
/m/all_dogs_go_to_heaven_2,4
/m/all_eyez_on_me_2017,-20
/m/all_fall_down,1
/m/all_good_things,61
/m/all_i_see_is_you,10
/m/all_i_wanna_do,15
/m/all_i_want,1
/m/all_i_wish,-3
/m/all_is_bright_2013,20
/m/all_is_lost_2013,183
/m/all_is_true,106
/m/all_is_well_2018,13
/m/all_mistakes_buried,14
/m/all_nighter_2017,1
/m/all_over_the_guy,-1
/m/all_relative_2014,-8
/m/all_roads_lead_home,-1
/m/all_roads_lead_to_rome_2008,3
/m/all_saints,16
/m/all_square,9
/m/all_stars,4
/m/all_that_heaven_allows,29
/m/all_the_devils_men,-3
/m/all_the_kings_men,-3
/m/all_the_little_animals,17
/m/all_the_money_in_the_world_2017,145
/m/all_the_presidents_men,60
/m/all_the_pretty_horses,49
/m/all_the_queens_men,-20
/m/all_the_real_girls,93
/m/all_the_right_moves,16
/m/all_the_way_2016,47
/m/all_these_small_moments,17
/m/all_things_must_pass_the_rise_and_fall_of_tower_records,49
/m/all_things_to_all_men,5
/m/all_this_and_heaven_too,3
/m/all_through_the_night,10
/m/all_we_had,10
/m/alle_anderen,39
/m/allied,147
/m/alls_faire_in_love,5
/m/allure_2018,9
/m/almayers_folly_2012,14
/m/almost_an_angel,4
/m/almost_christmas_2016,26
/m/almost_famous,161
/m/almost_friends,6
/m/almost_heroes,-16
/m/almost_human_2012,-6
/m/aloft,52
/m/aloha_2015,30
/m/alone_2018,8
/m/alone_in_berlin,26
/m/alone_in_the_dark,-103
/m/alone_with_her,1
/m/along_came_a_spider,-21
/m/along_came_polly,-8
/m/along_came_the_devil,-8
/m/alpha_2018,86
/m/alpha_and_omega,-4
/m/alpha_dog,51
/m/alphabet_killer,-3
/m/alphaville,48
/m/alps,8
/m/altered_minds_2015,8
/m/altered_states,40
/m/altina,7
/m/alvin_and_the_chipmunks_chipwrecked_2011,-45
/m/alvin_and_the_chipmunks_the_road_chip,-14
/m/always,13
/m/always_be_my_maybe_2019,65
/m/always_shine,42
/m/always_woodstock,5
/m/am_i_black_enough_for_you,9
/m/amadeus,86
/m/amal,11
/m/amanda_and_jack_go_glamping,4
/m/amanda_knox,58
/m/amandla_a_revolution_in_four_part_harmony,54
/m/amarcord,45
/m/amateur_2018,-1
/m/amateur_night_2016,-2
/m/amazing_grace_2018,147
/m/amazing_grace_and_chuck,4
/m/amazing_journey_the_story_of_the_who,1
/m/amazing_panda_adventure,9
/m/amazing_transparent_man,1
/m/amelia_2009,62
/m/amelie,190
/m/amen,45
/m/amer,17
/m/america_america,8
/m/america_imagine_the_world_without_her_2014,0
/m/america_the_beautiful_2008,21
/m/american-pastime,7
/m/american-pie-5-the-naked-mile,-3
/m/american-the-bill-hicks-story,56
/m/american_animal_2011,9
/m/american_animals,147
/m/american_assassin_2017,1
/m/american_astronaut,8
/m/american_beauty,181
/m/american_buffalo,24
/m/american_circumcision,1
/m/american_crime,5
/m/american_dreamer_2019,6
/m/american_dreamz,-9
/m/american_dresser,-1
/m/american_fable,17
/m/american_factory,69
/m/american_flyers,8
/m/american_folk,23
/m/american_friend,24
/m/american_gangster,173
/m/american_gigolo,20
/m/american_graffiti,37
/m/american_grindhouse,1
/m/american_gun,4
/m/american_hangman,6
/m/american_hardcore,54
/m/american_haunting,-3
/m/american_heart,17
/m/american_heist,-12
/m/american_history_x,57
/m/american_honey,138
/m/american_hustle,210
/m/american_in_paris,66
/m/american_jesus,1
/m/american_made_2017,158
/m/american_mary_2012,10
/m/american_me,9
/m/american_meat,7
/m/american_movie,51
/m/american_outlaws,-9
/m/american_pastoral,56
/m/american_pie,24
/m/american_pie_2,-6
/m/american_pie_presents_band_camp,-2
/m/american_president,50
/m/american_promise,16
/m/american_psycho,91
/m/american_psycho_2,-6
/m/american_radical,8
/m/american_relapse,11
/m/american_renegades,-7
/m/american_reunion_2012,39
/m/american_rhapsody,57
/m/american_satan,1
/m/american_sniper,241
/m/american_son_2019,7
/m/american_splendor,187
/m/american_swing,19
/m/american_tail,26
/m/american_tail_fievel_goes_west,7
/m/american_teacher,11
/m/american_teen,97
/m/american_ultra,16
/m/american_violet,53
/m/american_wedding,-2
/m/american_werewolf_in_london,29
/m/american_zombie,10
/m/americanization_of_emily,9
/m/americano_2011,20
/m/americas_heart_and_soul,55
/m/americas_sweethearts,19
/m/amira_and_sam,22
/m/amistad,10
/m/amityville-its-about-time,4
/m/amityville_2_the_possession,-1
/m/amityville_horror,-89
/m/amityville_the_awakening,-6
/m/amityville_the_demon,-9
/m/amnesiac_2015,9
/m/among_giants,21
/m/among_wolves_2019,13
/m/amores_perros,111
/m/amos_and_andrew,16
/m/amour_2013,241
/m/amour_fou,53
/m/amy_2015,124
/m/amy_schumer_growing,18
/m/amy_schumer_the_leather_special,8
/m/an-evening-with-kevin-smith,4
/m/an_acceptable_loss,-5
/m/an_actor_prepares,5
/m/an_affair_of_the_heart,9
/m/an_alan_smithee_film_burn_hollywood_burn,-12
/m/an_american_carol,-18
/m/an_autumn_afternoon_1964,28
/m/an_education,198
/m/an_encounter_with_simone_weil,8
/m/an_evening_with_beverly_luff_linn_2018,15
/m/an_inconvenient_sequel_truth_to_power,86
/m/an_interview_with_god,3
/m/an_invisible_sign,0
/m/an_ordinary_man,11
/m/an_oversimplification_of_her_beauty_2012,28
/m/anaconda,-7
/m/anacondas_the_hunt_for_the_blood_orchid,-59
/m/analyze_that,-21
/m/analyze_this,35
/m/anamorph,-1
/m/anarchist_cookbook,8
/m/anarchy,18
/m/anatomie,8
/m/anatomy-of-a-murder,52
/m/anatomy_2,0
/m/anchor_and_hope,23
/m/anchorman,-17
/m/anchorman_2_the_legend_continues,24
/m/anchors_aweigh,9
/m/and_everything_is_going_fine,39
/m/and_god_spoke,8
/m/and_justice_for_all,20
/m/and_now_a_word_from_our_sponsor_2012,2
/m/and_now_for_something_completely_different,14
/m/and_now_ladies_and_gentlemen,43
/m/and_so_it_goes,-19
/m/and_soon_the_darkness_2010,-2
/m/and_the_band_played_on,12
/m/and_then_came_love,-8
/m/and_then_there_were_none,10
/m/and_while_we_were_here,20
/m/anderson_tapes,18
/m/andre_gregory_before_and_after_dinner,32
/m/andrew-dice-clay-dice-rules,2
/m/andromeda_strain,25
/m/andron,-9
/m/andy_warhols_frankenstein,8
/m/anesthesia,3
/m/angel_at_my_table,20
/m/angel_of_evil,12
/m/angel_of_mine_2019,9
/m/angela-2007,47
/m/angelas_ashes,66
/m/angels_crest_2011,16
/m/angels_in_stardust,1
/m/angels_in_the_dust,14
/m/angels_with_dirty_faces,19
/m/angie,18
/m/angry_red_planet,3
/m/anguish_2015,5
/m/angus,8
/m/angus_thongs_and_perfect_snogging,10
/m/aniara,24
/m/anima_2019,14
/m/animal_2014,-3
/m/animal_factory,31
/m/animal_farm,3
/m/animal_kingdom,145
/m/animals_2014,26
/m/animals_united,-1
/m/animatrix,11
/m/anna_2019,3
/m/anna_and_the_apocalypse,48
/m/anna_and_the_king_of_siam,8
/m/anna_karenina_2012,148
/m/annabelle,-36
/m/annabelle_comes_home,93
/m/annabelle_creation,50
/m/annapolis,-17
/m/anne_frank_remembered,33
/m/anne_of_the_thousand_days,0
/m/annie_1981,10
/m/annie_2012,37
/m/annie_hall,70
/m/annihilation,235
/m/anniversary_party,43
/m/anomalisa,155
/m/anon,14
/m/anonymous_2011,0
/m/another,5
/m/another_48_hrs,17
/m/another_country,5
/m/another_day_in_paradise_1997,39
/m/another_earth,53
/m/another_gay_movie,1
/m/another_gay_sequel,-12
/m/another_happy_day,26
/m/another_stakeout,6
/m/another_thin_man,14
/m/another_wolfcop,-7
/m/another_woman,17
/m/another_year_2010,149
/m/another_you,3
/m/answer_man,11
/m/answers_to_nothing,-4
/m/ant_bully,65
/m/ant_man_and_the_wasp,193
/m/antarctica_a_year_on_ice,32
/m/antarctica_ice_and_sky_2017,34
/m/antboy,-5
/m/anthony_jeselnik_fire_in_the_maternity_ward,-3
/m/anthony_jeselnik_thoughts_and_prayers,-3
/m/anthropoid,61
/m/anti_matter,21
/m/antibirth,7
/m/antisocial,-4
/m/antitrust,-32
/m/antiviral,37
/m/antman,168
/m/anton_chekhovs_the_duel,34
/m/antonias_line,40
/m/antonio_gaudi_1986,3
/m/ants_on_a_shrimp,3
/m/antwone_fisher,148
/m/antz,81
/m/anvil_the_story_of_anvil,156
/m/any_day,-9
/m/any_day_now_2012,57
/m/any_given_sunday,27
/m/any_number_can_play,-2
/m/any_which_way_you_can,7
/m/anything_but_love,25
/m/anything_else,-17
/m/anywhere_but_here,88
/m/anzio,1
/m/apache,5
/m/aparajito,20
/m/apocalypse_now,95
/m/apocalypse_now_final_cut,18
/m/apocalypse_now_redux_2001,76
/m/apollo_11_2019,147
/m/apollo_13,76
/m/apollo_18,-43
/m/apostle,50
/m/apostle_2018,38
/m/apple_dumpling_gang,12
/m/applesauce,1
/m/apprenticeship_of_duddy_kravitz,11
/m/approaching_the_unknown,5
/m/appropriate_behavior,48
/m/apres_vous,28
/m/april_and_the_extraordinary_world_2016,67
/m/aprils_shower,2
/m/apt_pupil,28
/m/aqua_teen_hunger_force_colon_movie_film_for_theatres,10
/m/aquamarine,30
/m/aquellos_que_me_aman_tomaran_el_tren,16
/m/arabian_nights_1974,12
/m/arachnophobia,19
/m/arbitrage,145
/m/arcadia_2013,4
/m/archipelago,12
/m/architect,6
/m/arctic_2019,128
/m/arctic_tale,68
/m/are_we_done_yet,-27
/m/are_you_here,-7
/m/argo_2012,215
/m/aria,10
/m/aristide_and_the_endless_revolution,19
/m/aristocats,28
/m/aristocrats,41
/m/arizona_2018,-2
/m/arizona_dream,11
/m/arlington_road,42
/m/armadillo_2010,52
/m/armageddon,-61
/m/arme_riddere,28
/m/armed_response_2017,-10
/m/armored,-30
/m/armstrong_2019,13
/m/army_of_crime,38
/m/army_of_darkness,20
/m/army_of_one_2016,-2
/m/army_of_shadows,80
/m/around_the_bend,48
/m/around_the_block,2
/m/around_the_world_in_80_days,17
/m/aroused,6
/m/arq,-2
/m/arranged,14
/m/arrival_2016,359
/m/arsenal_2017,-13
/m/arsenic_and_old_lace,21
/m/art_and_craft,53
/m/art_isthe_permanent_revolution,9
/m/art_of_being_straight,-1
/m/art_of_the_steal,38
/m/art_school_confidential,11
/m/arthur_2011,-1
/m/arthur_2_on_the_rocks,2
/m/arthur_christmas,151
/m/arthur_miller_writer,14
/m/arthur_newman,11
/m/article_99,9
/m/artik,4
/m/artists_and_models,7
/m/as_aboveso_below,-13
/m/as_cool_as_i_am_2013,4
/m/as_good_as_it_gets,45
/m/as_i_lay_dying_2013,14
/m/as_if_i_am_not_there_2011,13
/m/ash_is_purest_white,164
/m/ash_wednesday_1973,5
/m/ashby,11
/m/asher,5
/m/ashes_and_diamonds,25
/m/ashes_in_the_snow,17
/m/ashes_of_time_redux_2008,96
/m/ashik_kerib,7
/m/ask_the_dust,11
/m/asoka,9
/m/aspen_extreme,6
/m/asphalt_jungle,35
/m/asphyx,1
/m/ass_backwards_2013,5
/m/assassination_bureau,7
/m/assassination_nation,63
/m/assassination_of_a_high_school_president,1
/m/assassination_of_jesse_james_by_the_coward_robert_ford,108
/m/assassination_tango,59
/m/assassins,2
/m/assassins_bullet_2012,-7
/m/assassins_creed,-72
/m/assault_of_the_killer_bimbos,-1
/m/assault_on_precinct_13,-1
/m/assault_on_wall_street_2013,-5
/m/assaulted_civil_rights_under_fire,6
/m/assisted_living,35
/m/astro_boy,54
/m/astronaut_2019,11
/m/astronaut_farmer,55
/m/astronauts_wife,4
/m/asylum2005,27
/m/at_any_price_2012,86
/m/at_close_range,25
/m/at_eternitys_gate,149
/m/at_first_light,2
/m/at_middleton,29
/m/at_the_devils_door,3
/m/at_the_earths_core,-1
/m/atanarjuat_the_fast_runner_2002,95
/m/atl,61
/m/atlantic_city,40
/m/atlantis_the_lost_empire,81
/m/atlas_shrugged_part_i,-30
/m/atlas_shrugged_part_ii,-14
/m/atlas_shrugged_who_is_john_galt,-4
/m/atm,-11
/m/atomic_blonde_2017,124
/m/atomic_cafe,25
/m/atonement,220
/m/atrocious,-4
/m/attack-of-the-killer-tomatoes,3
/m/attack_of_the_lederhosen_zombies,-9
/m/attack_on_titan_part_2,-6
/m/attack_the_block,97
/m/attenberg_2010,44
/m/attraction,4
/m/audience-of-one,1
/m/audition_1999,40
/m/audrey_rose,1
/m/audrie_and_daisy,21
/m/auggie,13
/m/august_osage_county,129
/m/august_rush,36
/m/augustine_2012,48
/m/auntie_mame,14
/m/austenland_2013,-7
/m/austin_powers_in_goldmember,-27
/m/austin_powers_international_man_of_mystery,13
/m/austin_powers_the_spy_who_shagged_me,11
/m/australia,113
/m/australia_land_beyond_time,6
/m/australias_lost_gold,7
/m/author_the_jt_leroy_story,78
/m/authors_anonymous,-3
/m/auto_focus,127
/m/automata,-10
/m/autumn_blood,-3
/m/autumn_in_new_york,27
/m/autumn_lights,5
/m/autumn_sonata,27
/m/autumn_spring,53
/m/avanti,10
/m/avas_possessions,10
/m/avatar,134
/m/avenged,2
/m/avengement,1
/m/avengers_age_of_ultron,155
/m/avengers_endgame,301
/m/avengers_infinity_war,242
/m/aviator,230
/m/avp2,-44
/m/await_further_instructions,21
/m/awake,-41
/m/awake_2019,-1
/m/awake_the_life_of_yogananda,16
/m/awakening_the_zodiac,-3
/m/away_from_her,163
/m/away_we_go,81
/m/awful_nice_2013,0
/m/awful_truth,24
/m/awfully_big_adventure,14
/m/awol_2017,14
/m/axl,-2
/m/axolotl_overkill,6
/m/ayn_rand_a_sense_of_life,16
/m/ayurveda_the_art_of_being,7
/m/aziz_ansari_buried_alive,3
/m/aziz_ansari_right_now,27
/m/baadasssss,99
/m/baader_meinhof_complex,97
/m/baaria---la-porta-del-vento,-2
/m/babe_pig_in_the_city,55
/m/babel,104
/m/babes_in_arms,4
/m/babettes_feast,28
/m/baby_boom,14
/m/baby_boy,55
/m/baby_doll,16
/m/baby_driver,227
/m/baby_face,11
/m/baby_geniuses,-22
/m/baby_its_you,9
/m/baby_mama,-13
/m/baby_secret_of_the_lost_legend,7
/m/babyfever,13
/m/babylon,30
/m/babylon_ad,-35
/m/babys_day_out,3
/m/babysitters,-3
/m/babysitters_club_the_movie,2
/m/bachelorette,-10
/m/bachna_ae_haseeno,4
/m/back-to-school,-4
/m/back_in_the_day,-6
/m/back_roads_2018,9
/m/back_to_1942,11
/m/back_to_burgundy,41
/m/back_to_the_beach,7
/m/back_to_the_future,66
/m/back_to_the_future_2,24
/m/back_to_the_future_3,37
/m/back_up_plan,-22
/m/backcountry,37
/m/backgammon_2015,-6
/m/backstabbing_for_beginners,6
/m/backtrace,-4
/m/backtrack_2016,-1
/m/backwards,3
/m/bad_and_the_beautiful,17
/m/bad_ass_2012,-2
/m/bad_boy_bubby,6
/m/bad_boys_1982,19
/m/bad_boys_ii,-98
/m/bad_company_2002,-82
/m/bad_day_at_black_rock,24
/m/bad_day_for_the_cut,6
/m/bad_education,144
/m/bad_hurt,13
/m/bad_influence,12
/m/bad_johnson,-10
/m/bad_kids_go_to_hell,-10
/m/bad_lieutenant,13
/m/bad_lieutenant_port_of_call_new_orleans,53
/m/bad_milo,-15
/m/bad_moms,-20
/m/bad_moon,7
/m/bad_news_bears,-32
/m/bad_news_bears_go_to_japan,2
/m/bad_news_bears_in_breaking_training,6
/m/bad_rap,-1
/m/bad_reputation_2018,39
/m/bad_samaritan,-5
/m/bad_santa,0
/m/bad_santa_2,-78
/m/bad_taste,2
/m/bad_teacher,-99
/m/bad_times_at_the_el_royale,73
/m/bad_turn_worse,23
/m/bad_words,-25
/m/badlands,52
/m/bagdad_cafe,14
/m/baggage_claim,-27
/m/baghead,11
/m/bai_ri_yan_huo,26
/m/bai_she_chuan_shuo_2013,4
/m/bait_3d,-16
/m/bakery_in_brooklyn,6
/m/balada_triste_de_trompeta,22
/m/ballad_of_bering_strait,10
/m/ballad_of_cable_hogue,13
/m/ballad_of_jack_and_rose,77
